,CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET,age_range,GENDER,NAZOKRESU
12688,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12715,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12689,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12690,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12733,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12712,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12711,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12721,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12735,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12730,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
59787,66451,20000,15000.0,"MONETA Money Bank, a.s.",63,Žena,0,109,74,0,1,4850,0,56 - 68,1,Brno-venkov
12751,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12752,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12753,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12695,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
34580,25001,40000,8000.0,Air Bank a.s.,60,Muž,0,94,86,0,1,4850,0,56 - 68,0,Praha-východ
12746,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12745,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12744,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12710,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12729,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12731,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12732,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
12697,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
56298,62300,23000,5000.0,"mBank S.A., organizační složka",44,Žena,1,37,54,0,1,4850,0,43 - 55,1,Brno-město
56300,62300,23000,5000.0,"mBank S.A., organizační složka",44,Žena,1,37,54,0,1,4850,0,43 - 55,1,Brno-město
56299,62300,23000,5000.0,"mBank S.A., organizační složka",44,Žena,1,37,54,0,1,4850,0,43 - 55,1,Brno-město
12743,28522,19000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,109,74,0,1,4850,0,43 - 55,1,Kutná Hora
26366,71000,21000,5000.0,"Československá obchodní banka, a.s.",48,Žena,1,81,24,0,1,4900,0,43 - 55,1,Ostrava-město
31787,25262,38000,7000.0,"Česká spořitelna, a.s.",53,Žena,1,37,85,1,1,4900,0,43 - 55,1,Praha-západ
26365,71000,21000,5000.0,"Československá obchodní banka, a.s.",48,Žena,1,81,24,0,1,4900,0,43 - 55,1,Ostrava-město
26367,71000,21000,5000.0,"Československá obchodní banka, a.s.",48,Žena,1,81,24,0,1,4900,0,43 - 55,1,Ostrava-město
26364,71000,21000,5000.0,"Československá obchodní banka, a.s.",48,Žena,1,81,24,0,1,4900,0,43 - 55,1,Ostrava-město
31790,25262,38000,7000.0,"Česká spořitelna, a.s.",53,Žena,1,37,85,1,1,4900,0,43 - 55,1,Praha-západ
31789,25262,38000,7000.0,"Česká spořitelna, a.s.",53,Žena,1,37,85,1,1,4900,0,43 - 55,1,Praha-západ
31788,25262,38000,7000.0,"Česká spořitelna, a.s.",53,Žena,1,37,85,1,1,4900,0,43 - 55,1,Praha-západ
15022,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15057,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15023,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15064,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15043,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15053,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15061,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
2996,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
15052,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15044,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15045,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15046,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15047,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
2998,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
2997,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
15027,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15065,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15041,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15039,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15040,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15026,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15025,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15024,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
9968,25216,45000,10000.0,"MONETA Money Bank, a.s.",43,Žena,0,185,12,0,0,4950,0,43 - 55,1,Praha-západ
15062,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15063,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15035,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15036,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15042,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15034,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15033,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15032,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
3000,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
3001,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
3002,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
3003,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
15054,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15048,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15028,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15056,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15058,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15059,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15060,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15055,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15067,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15037,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15038,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15066,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15051,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15050,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15049,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15029,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
15031,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Praha-východ
15030,28163,25000,10000.0,"Komerční banka, a.s.",47,Žena,1,185,93,0,0,4950,0,43 - 55,1,Kolín
2999,27601,15000,10000.0,"Česká spořitelna, a.s.",43,Žena,1,213,50,0,1,4950,0,43 - 55,1,Mělník
39265,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39264,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39269,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39262,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39263,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39259,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39270,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39260,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
1587,63400,25000,5000.0,"Česká spořitelna, a.s.",44,Muž,0,147,86,0,1,5000,0,43 - 55,0,Brno-město
39266,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
39268,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
1588,63400,25000,5000.0,"Česká spořitelna, a.s.",44,Muž,0,147,86,0,1,5000,0,43 - 55,0,Brno-město
39261,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
15632,74727,22000,10000.0,"Československá obchodní banka, a.s.",46,Muž,1,91,92,0,3,5000,0,43 - 55,0,Opava
39267,33033,23000,15000.0,"MONETA Money Bank, a.s.",47,Žena,1,37,72,0,1,5000,0,43 - 55,1,Plzeň-sever
33651,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33639,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33640,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
14680,27201,27000,10000.0,"MONETA Money Bank, a.s.",62,Žena,0,193,39,1,1,5050,0,56 - 68,1,Kladno
33641,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
71904,68765,21000,10000.0,"Česká spořitelna, a.s.",46,Žena,1,37,93,0,1,5050,0,43 - 55,1,Uherské Hraditě
33646,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33645,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
14682,27201,27000,10000.0,"MONETA Money Bank, a.s.",62,Žena,0,193,39,1,1,5050,0,56 - 68,1,Kladno
14681,27201,27000,10000.0,"MONETA Money Bank, a.s.",62,Žena,0,193,39,1,1,5050,0,56 - 68,1,Kladno
33642,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33644,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33643,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33652,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33647,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33648,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
33649,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Rychnov nad Kněnou
33650,50346,23000,5000.0,"Československá obchodní banka, a.s.",50,Žena,1,82,63,0,1,5050,0,43 - 55,1,Hradec Králové
18020,68341,30000,15000.0,"MONETA Money Bank, a.s.",45,Žena,0,46,70,1,1,5100,0,43 - 55,1,Vykov
18019,68341,30000,15000.0,"MONETA Money Bank, a.s.",45,Žena,0,46,70,1,1,5100,0,43 - 55,1,Vykov
18016,68341,30000,15000.0,"MONETA Money Bank, a.s.",45,Žena,0,46,70,1,1,5100,0,43 - 55,1,Vykov
69013,27713,22550,10000.0,"Česká spořitelna, a.s.",45,Žena,1,90,94,0,1,5100,0,43 - 55,1,Mělník
69014,27713,22550,10000.0,"Česká spořitelna, a.s.",45,Žena,1,90,94,0,1,5100,0,43 - 55,1,Mělník
69015,27713,22550,10000.0,"Česká spořitelna, a.s.",45,Žena,1,90,94,0,1,5100,0,43 - 55,1,Praha-východ
69016,27713,22550,10000.0,"Česká spořitelna, a.s.",45,Žena,1,90,94,0,1,5100,0,43 - 55,1,Praha-východ
18021,68341,30000,15000.0,"MONETA Money Bank, a.s.",45,Žena,0,46,70,1,1,5100,0,43 - 55,1,Vykov
18018,68341,30000,15000.0,"MONETA Money Bank, a.s.",45,Žena,0,46,70,1,1,5100,0,43 - 55,1,Vykov
18022,68341,30000,15000.0,"MONETA Money Bank, a.s.",45,Žena,0,46,70,1,1,5100,0,43 - 55,1,Vykov
18017,68341,30000,15000.0,"MONETA Money Bank, a.s.",45,Žena,0,46,70,1,1,5100,0,43 - 55,1,Vykov
44132,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44142,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44160,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44133,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44156,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44159,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44140,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44141,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44154,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
57433,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57434,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57435,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57438,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57436,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
44139,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
15020,28902,20000,10000.0,"Československá obchodní banka, a.s.",54,Muž,1,82,90,0,1,5150,0,43 - 55,0,Nymburk
57422,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57432,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
44148,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
57441,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57442,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
44147,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44155,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44158,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
57423,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
44153,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
57440,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57439,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
44149,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44150,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44151,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44152,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
57424,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57425,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
44146,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44145,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44143,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44144,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44157,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44137,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44138,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44136,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
44135,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
15016,28902,20000,10000.0,"Československá obchodní banka, a.s.",54,Muž,1,82,90,0,1,5150,0,43 - 55,0,Nymburk
15017,28902,20000,10000.0,"Československá obchodní banka, a.s.",54,Muž,1,82,90,0,1,5150,0,43 - 55,0,Nymburk
15021,28902,20000,10000.0,"Československá obchodní banka, a.s.",54,Muž,1,82,90,0,1,5150,0,43 - 55,0,Nymburk
15019,28902,20000,10000.0,"Československá obchodní banka, a.s.",54,Muž,1,82,90,0,1,5150,0,43 - 55,0,Nymburk
57413,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57431,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57414,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57415,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57416,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57417,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57418,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57421,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
15018,28902,20000,10000.0,"Československá obchodní banka, a.s.",54,Muž,1,82,90,0,1,5150,0,43 - 55,0,Nymburk
57430,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57429,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57428,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57427,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57426,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57437,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57420,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
57419,77900,35000,15000.0,"mBank S.A., organizační složka",54,Muž,0,217,38,0,1,5150,0,43 - 55,0,Olomouc
44134,33162,35000,10000.0,Raiffeisenbank a.s.,45,Muž,1,188,91,0,1,5150,0,43 - 55,0,Plzeň-sever
63170,18100,25000,5000.0,"Česká spořitelna, a.s.",44,Žena,0,86,38,0,2,5200,0,43 - 55,1,Hlavní město Praha
14683,40001,45000,10000.0,"Československá obchodní banka, a.s.",45,Muž,0,193,34,0,1,5200,0,43 - 55,0,Ústí nad Labem
41215,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
41216,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
63169,18100,25000,5000.0,"Česká spořitelna, a.s.",44,Žena,0,86,38,0,2,5200,0,43 - 55,1,Hlavní město Praha
14684,40001,45000,10000.0,"Československá obchodní banka, a.s.",45,Muž,0,193,34,0,1,5200,0,43 - 55,0,Ústí nad Labem
41197,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
41201,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
14687,40001,45000,10000.0,"Československá obchodní banka, a.s.",45,Muž,0,193,34,0,1,5200,0,43 - 55,0,Ústí nad Labem
41211,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
41207,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
41198,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
41199,36001,25000,8000.0,Raiffeisenbank a.s.,46,Žena,0,37,93,0,1,5200,0,43 - 55,1,Karlovy Vary
