,NUM_AGE,TEXT_BANK,TARGET,COUNT
260,28,"Komerční banka, a.s.",1,0.0
261,28,"MONETA Money Bank, a.s.",0,29.0
262,28,"MONETA Money Bank, a.s.",1,2.0
263,28,Raiffeisenbank a.s.,0,11.0
264,28,Raiffeisenbank a.s.,1,1.0
265,28,"Sberbank CZ, a.s.",0,1.0
266,28,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,6.0
267,28,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
268,28,Waldviertler Sparkasse Bank AG,0,0.0
269,28,"mBank S.A., organizační složka",0,4.0
270,28,"mBank S.A., organizační složka",1,0.0
271,28,"Československá obchodní banka, a.s.",0,20.0
272,28,"Československá obchodní banka, a.s.",1,0.0
273,28,"Česká spořitelna, a.s.",0,44.0
274,28,"Česká spořitelna, a.s.",1,5.0
275,29,Air Bank a.s.,0,29.0
276,29,Air Bank a.s.,1,1.0
277,29,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
278,29,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
279,29,Banka CREDITAS a.s.,0,0.0
280,29,Equa bank a.s.,0,12.0
281,29,Equa bank a.s.,1,2.0
282,29,"Fio banka, a.s.",0,9.0
283,29,"Fio banka, a.s.",1,1.0
284,29,"Komerční banka, a.s.",0,15.0
285,29,"Komerční banka, a.s.",1,1.0
286,29,"MONETA Money Bank, a.s.",0,23.0
287,29,"MONETA Money Bank, a.s.",1,1.0
288,29,Raiffeisenbank a.s.,0,10.0
289,29,Raiffeisenbank a.s.,1,4.0
290,29,"Sberbank CZ, a.s.",0,0.0
291,29,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,8.0
292,29,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
293,29,Waldviertler Sparkasse Bank AG,0,0.0
294,29,"mBank S.A., organizační složka",0,4.0
295,29,"mBank S.A., organizační složka",1,3.0
296,29,"Československá obchodní banka, a.s.",0,22.0
297,29,"Československá obchodní banka, a.s.",1,1.0
298,29,"Česká spořitelna, a.s.",0,38.0
299,29,"Česká spořitelna, a.s.",1,2.0
300,30,Air Bank a.s.,0,21.0
301,30,Air Bank a.s.,1,3.0
302,30,"BNP Paribas Personal Finance SA, odštěpný závod",0,1.0
303,30,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
304,30,Banka CREDITAS a.s.,0,0.0
305,30,Equa bank a.s.,0,10.0
306,30,Equa bank a.s.,1,1.0
307,30,"Fio banka, a.s.",0,7.0
308,30,"Fio banka, a.s.",1,0.0
309,30,"Komerční banka, a.s.",0,17.0
310,30,"Komerční banka, a.s.",1,3.0
311,30,"MONETA Money Bank, a.s.",0,28.0
312,30,"MONETA Money Bank, a.s.",1,4.0
313,30,Raiffeisenbank a.s.,0,4.0
314,30,Raiffeisenbank a.s.,1,1.0
315,30,"Sberbank CZ, a.s.",0,0.0
316,30,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,7.0
317,30,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
318,30,Waldviertler Sparkasse Bank AG,0,0.0
319,30,"mBank S.A., organizační složka",0,5.0
320,30,"mBank S.A., organizační složka",1,0.0
321,30,"Československá obchodní banka, a.s.",0,17.0
322,30,"Československá obchodní banka, a.s.",1,2.0
323,30,"Česká spořitelna, a.s.",0,41.0
324,30,"Česká spořitelna, a.s.",1,1.0
325,31,Air Bank a.s.,0,20.0
326,31,Air Bank a.s.,1,2.0
327,31,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
328,31,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
329,31,Banka CREDITAS a.s.,0,0.0
330,31,Equa bank a.s.,0,7.0
331,31,Equa bank a.s.,1,0.0
332,31,"Fio banka, a.s.",0,6.0
333,31,"Fio banka, a.s.",1,0.0
334,31,"Komerční banka, a.s.",0,15.0
335,31,"Komerční banka, a.s.",1,1.0
336,31,"MONETA Money Bank, a.s.",0,16.0
337,31,"MONETA Money Bank, a.s.",1,0.0
338,31,Raiffeisenbank a.s.,0,13.0
339,31,Raiffeisenbank a.s.,1,1.0
340,31,"Sberbank CZ, a.s.",0,0.0
341,31,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,1.0
342,31,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
343,31,Waldviertler Sparkasse Bank AG,0,0.0
344,31,"mBank S.A., organizační složka",0,3.0
345,31,"mBank S.A., organizační složka",1,0.0
346,31,"Československá obchodní banka, a.s.",0,13.0
347,31,"Československá obchodní banka, a.s.",1,1.0
348,31,"Česká spořitelna, a.s.",0,33.0
349,31,"Česká spořitelna, a.s.",1,3.0
350,32,Air Bank a.s.,0,25.0
351,32,Air Bank a.s.,1,1.0
352,32,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
353,32,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
354,32,Banka CREDITAS a.s.,0,0.0
355,32,Equa bank a.s.,0,7.0
356,32,Equa bank a.s.,1,0.0
357,32,"Fio banka, a.s.",0,2.0
358,32,"Fio banka, a.s.",1,2.0
359,32,"Komerční banka, a.s.",0,12.0
360,32,"Komerční banka, a.s.",1,1.0
361,32,"MONETA Money Bank, a.s.",0,11.0
362,32,"MONETA Money Bank, a.s.",1,4.0
363,32,Raiffeisenbank a.s.,0,7.0
364,32,Raiffeisenbank a.s.,1,1.0
365,32,"Sberbank CZ, a.s.",0,0.0
366,32,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,7.0
367,32,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
368,32,Waldviertler Sparkasse Bank AG,0,1.0
369,32,"mBank S.A., organizační složka",0,5.0
370,32,"mBank S.A., organizační složka",1,0.0
371,32,"Československá obchodní banka, a.s.",0,19.0
372,32,"Československá obchodní banka, a.s.",1,0.0
373,32,"Česká spořitelna, a.s.",0,27.0
374,32,"Česká spořitelna, a.s.",1,4.0
375,33,Air Bank a.s.,0,24.0
376,33,Air Bank a.s.,1,1.0
377,33,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
378,33,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
379,33,Banka CREDITAS a.s.,0,0.0
380,33,Equa bank a.s.,0,6.0
381,33,Equa bank a.s.,1,1.0
382,33,"Fio banka, a.s.",0,9.0
383,33,"Fio banka, a.s.",1,1.0
384,33,"Komerční banka, a.s.",0,18.0
385,33,"Komerční banka, a.s.",1,0.0
386,33,"MONETA Money Bank, a.s.",0,13.0
387,33,"MONETA Money Bank, a.s.",1,0.0
388,33,Raiffeisenbank a.s.,0,5.0
389,33,Raiffeisenbank a.s.,1,0.0
390,33,"Sberbank CZ, a.s.",0,1.0
391,33,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,7.0
392,33,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
393,33,Waldviertler Sparkasse Bank AG,0,0.0
394,33,"mBank S.A., organizační složka",0,2.0
395,33,"mBank S.A., organizační složka",1,0.0
396,33,"Československá obchodní banka, a.s.",0,11.0
397,33,"Československá obchodní banka, a.s.",1,2.0
398,33,"Česká spořitelna, a.s.",0,32.0
399,33,"Česká spořitelna, a.s.",1,1.0
400,34,Air Bank a.s.,0,11.0
401,34,Air Bank a.s.,1,1.0
402,34,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
403,34,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
404,34,Banka CREDITAS a.s.,0,0.0
405,34,Equa bank a.s.,0,6.0
406,34,Equa bank a.s.,1,1.0
407,34,"Fio banka, a.s.",0,2.0
408,34,"Fio banka, a.s.",1,0.0
409,34,"Komerční banka, a.s.",0,13.0
410,34,"Komerční banka, a.s.",1,2.0
411,34,"MONETA Money Bank, a.s.",0,18.0
412,34,"MONETA Money Bank, a.s.",1,0.0
413,34,Raiffeisenbank a.s.,0,5.0
414,34,Raiffeisenbank a.s.,1,2.0
415,34,"Sberbank CZ, a.s.",0,1.0
416,34,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,3.0
417,34,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,1.0
